Inventory_ID,Product_ID,Warehouse_ID,Stock_Units,Reorder_Level,Safety_Stock,Inventory_Date,Stock_Value
INV00796,PROD0064,WH08,1938,1216,733,2026-01-02,883611.72
INV00797,PROD0118,WH07,1939,953,526,2026-07-04,4783125.2
INV00798,PROD0028,WH08,1635,702,450,2025-09-12,3504426.3
INV00799,PROD0121,WH07,1698,1016,226,2025-07-27,3455107.38
INV00800,PROD0107,WH11,4527,787,390,2026-03-26,1676483.91
INV00801,PROD0165,WH06,2091,907,106,2025-04-05,4969826.07
INV00802,PROD0175,WH07,1895,1267,497,2026-04-23,4616921.15
INV00803,PROD0165,WH05,4240,1469,252,2025-07-09,10077504.8
INV00804,PROD0049,WH07,3398,1307,746,2026-04-29,848446.62
INV00805,PROD0120,WH01,1073,406,682,2026-06-20,1004381.65
INV00806,PROD0044,WH01,2402,350,787,2026-02-27,5440049.6
INV00807,PROD0056,WH09,4895,867,251,2026-08-28,3501931.95
INV00808,PROD0156,WH05,3212,727,379,2025-05-13,4223458.8
INV00809,PROD0111,WH05,4037,364,412,2025-02-24,904328.37
INV00810,PROD0134,WH03,1151,1116,503,2026-05-25,1357742.62
INV00811,PROD0108,WH05,2445,1368,405,2026-06-25,4663470.75
INV00812,PROD0189,WH03,1956,1209,265,2026-02-14,4563015.48
INV00813,PROD0148,WH09,4558,236,604,2025-07-30,11053833.7
INV00814,PROD0114,WH09,3907,532,72,2025-10-20,8037949.24
INV00815,PROD0078,WH06,807,602,204,2025-04-25,1822076.88
INV00816,PROD0130,WH01,186,613,235,2025-09-16,421715.94
INV00817,PROD0037,WH07,4827,244,298,2025-05-02,4728529.2
INV00818,PROD0020,WH07,4524,405,798,2025-10-26,4945274.88
INV00819,PROD0026,WH10,1307,261,183,2026-01-16,2052329.82
INV00820,PROD0029,WH10,2284,619,370,2026-07-15,3772825.4
INV00821,PROD0001,WH04,4866,1067,439,2026-05-16,11619229.44
INV00822,PROD0119,WH08,757,1019,483,2025-10-24,715410.42
INV00823,PROD0035,WH06,4231,218,71,2025-12-28,9949069.57
INV00824,PROD0198,WH04,4887,564,649,2026-08-12,4698899.37
INV00825,PROD0059,WH04,3854,1230,714,2026-04-08,6081303.68
INV00826,PROD0069,WH02,4266,627,174,2026-03-14,4007736.36
INV00827,PROD0161,WH02,2206,1340,128,2025-05-07,3236246.12
INV00828,PROD0179,WH12,3558,779,100,2025-07-16,2790112.44
INV00829,PROD0012,WH04,1580,745,777,2025-08-09,183611.8
INV00830,PROD0020,WH05,961,524,225,2025-04-01,1050488.32
INV00831,PROD0181,WH08,3847,254,302,2026-02-15,6603606.32
INV00832,PROD0043,WH06,3575,977,295,2025-01-08,8592727.0
INV00833,PROD0126,WH04,875,1191,788,2026-06-28,194687.5
INV00834,PROD0050,WH11,2418,241,155,2026-04-13,4140268.86
INV00835,PROD0029,WH07,4198,430,242,2025-11-16,6934466.3
INV00836,PROD0185,WH08,1001,652,365,2026-01-29,2377625.25
INV00837,PROD0039,WH02,3384,593,351,2025-09-26,3904323.84
INV00838,PROD0184,WH12,4066,1351,597,2025-07-10,8371934.66
INV00839,PROD0171,WH07,2845,890,765,2025-03-02,3320940.05
INV00840,PROD0178,WH02,1481,591,317,2026-03-14,1995203.2
INV00841,PROD0151,WH02,3301,1416,219,2025-09-21,4378248.34
INV00842,PROD0172,WH08,657,803,600,2025-04-05,586753.56
INV00843,PROD0038,WH02,2780,1080,504,2026-07-07,4485724.6
INV00844,PROD0084,WH11,422,1301,700,2026-04-15,17694.46
INV00845,PROD0151,WH09,3681,284,341,2026-05-29,4882257.54
INV00846,PROD0128,WH12,4266,1253,613,2025-07-13,5983619.58
INV00847,PROD0126,WH01,2710,248,190,2026-04-27,602975.0
INV00848,PROD0045,WH09,452,1368,195,2025-12-02,226696.08
INV00849,PROD0052,WH01,2397,268,474,2026-03-11,1935937.05
INV00850,PROD0080,WH10,1975,1281,363,2025-07-15,4085781.25
INV00851,PROD0178,WH10,1657,896,233,2025-09-06,2232310.4
INV00852,PROD0124,WH02,2541,678,713,2026-05-13,4795222.74
INV00853,PROD0119,WH06,3075,1019,762,2025-07-31,2906059.5
INV00854,PROD0008,WH06,3164,1394,177,2026-04-11,6006063.0
INV00855,PROD0085,WH01,2966,346,336,2025-08-09,6717604.42
INV00856,PROD0129,WH07,2053,1215,302,2025-09-30,2195047.07
INV00857,PROD0008,WH08,287,808,749,2025-06-03,544797.75
INV00858,PROD0157,WH02,3217,645,435,2025-09-06,5079836.02
INV00859,PROD0096,WH08,3854,420,279,2025-10-06,7263441.1
INV00860,PROD0102,WH09,1447,1489,320,2026-03-16,1997699.26
INV00861,PROD0005,WH06,607,294,464,2025-10-03,642029.97
INV00862,PROD0086,WH05,4552,461,247,2026-05-29,1100901.2
INV00863,PROD0175,WH12,1764,1096,372,2025-03-29,4297756.68
INV00864,PROD0034,WH09,1225,1294,105,2026-05-20,1801546.25
INV00865,PROD0193,WH12,1235,418,252,2026-08-13,1173879.85
INV00866,PROD0055,WH11,1029,291,670,2025-08-29,2098079.55
INV00867,PROD0119,WH09,2671,326,677,2025-08-24,2524255.26
INV00868,PROD0171,WH01,3962,279,653,2025-05-08,4624802.98
INV00869,PROD0158,WH11,4542,1461,187,2026-05-18,7920975.48
INV00870,PROD0114,WH03,4930,1182,471,2025-07-19,10142587.6
INV00871,PROD0145,WH09,3177,1115,106,2026-06-27,1812923.28
INV00872,PROD0026,WH11,3722,685,611,2026-05-17,5844507.72
INV00873,PROD0136,WH02,4906,893,120,2026-05-07,1522135.56
INV00874,PROD0047,WH12,1475,224,643,2025-01-21,391509.25
INV00875,PROD0113,WH04,2896,355,421,2025-08-22,567094.72
INV00876,PROD0076,WH04,808,831,666,2026-02-20,1527152.32
INV00877,PROD0072,WH02,978,1280,649,2025-05-28,2276715.54
INV00878,PROD0089,WH03,2463,218,563,2025-01-29,5855191.38
INV00879,PROD0046,WH03,725,1416,133,2025-12-27,135836.0
INV00880,PROD0196,WH01,2501,436,92,2025-11-04,972363.79
INV00881,PROD0033,WH06,3362,476,715,2025-06-11,271918.56
INV00882,PROD0001,WH08,1216,1450,655,2025-03-02,2903613.44
INV00883,PROD0147,WH12,4051,944,182,2025-05-05,183105.2
INV00884,PROD0031,WH03,2197,751,444,2026-04-01,418220.92
INV00885,PROD0142,WH05,2806,1376,114,2025-03-12,2656019.3
INV00886,PROD0053,WH01,778,838,339,2026-04-11,1645096.56
INV00887,PROD0048,WH10,972,436,425,2025-08-31,58592.16
INV00888,PROD0069,WH07,2810,1197,516,2026-05-05,2639882.6
INV00889,PROD0105,WH10,2123,254,262,2025-08-09,1883143.46
INV00890,PROD0090,WH01,598,883,197,2026-04-18,861114.02
INV00891,PROD0190,WH12,3341,308,622,2026-06-17,7240514.97
INV00892,PROD0194,WH11,224,1407,520,2026-05-09,454547.52
INV00893,PROD0192,WH09,840,1421,198,2025-03-23,67636.8
INV00894,PROD0198,WH08,1814,572,137,2026-06-06,1744179.14
INV00895,PROD0063,WH07,4809,1172,373,2025-01-12,3442570.74
INV00896,PROD0073,WH10,1106,400,445,2025-09-20,2375864.96
INV00897,PROD0161,WH07,124,1048,453,2026-03-25,181910.48
INV00898,PROD0169,WH05,3246,708,131,2025-07-11,2286125.34
INV00899,PROD0089,WH05,2931,474,690,2025-04-24,6967749.06
INV00900,PROD0176,WH11,4125,410,335,2025-01-26,10171136.25
INV00901,PROD0013,WH05,2971,703,431,2026-05-14,6360376.22
INV00902,PROD0073,WH01,2017,1341,319,2026-05-23,4332838.72
INV00903,PROD0077,WH08,2415,902,341,2026-06-29,655092.9
INV00904,PROD0159,WH12,4590,241,502,2025-03-03,5253392.7
INV00905,PROD0068,WH11,3096,514,764,2025-08-17,3220923.6
INV00906,PROD0098,WH01,1609,987,73,2026-08-30,3181314.8
INV00907,PROD0125,WH04,717,528,360,2025-02-04,681157.17
INV00908,PROD0102,WH09,3561,1240,510,2026-04-01,4916245.38
INV00909,PROD0132,WH09,1016,482,257,2026-08-11,1258996.72
INV00910,PROD0102,WH05,3565,1142,766,2026-05-17,4921767.7
INV00911,PROD0019,WH04,4701,457,713,2026-08-18,2093872.41
INV00912,PROD0198,WH03,4470,774,487,2025-01-25,4297949.7
INV00913,PROD0082,WH03,1960,773,587,2026-07-23,4391144.8
INV00914,PROD0141,WH12,1048,811,755,2025-02-01,2521488.0
INV00915,PROD0023,WH05,1357,1242,385,2025-01-12,2161985.97
INV00916,PROD0083,WH10,3426,1036,471,2025-11-15,3364914.42
INV00917,PROD0109,WH01,115,622,799,2026-08-27,178396.05
INV00918,PROD0075,WH05,2095,957,370,2025-01-01,3940506.45
INV00919,PROD0129,WH06,1801,962,546,2026-03-11,1925611.19
INV00920,PROD0088,WH07,2146,1304,636,2025-05-16,5098681.4
INV00921,PROD0054,WH12,1620,623,212,2025-07-15,117984.6
INV00922,PROD0199,WH09,4780,628,590,2025-05-13,11592647.2
INV00923,PROD0089,WH03,2950,403,214,2025-03-27,7012917.0
INV00924,PROD0143,WH02,3792,395,747,2026-04-21,2749162.08
INV00925,PROD0065,WH03,2941,927,615,2025-11-20,5529903.48
INV00926,PROD0076,WH12,4905,484,344,2025-06-29,9270646.2
INV00927,PROD0199,WH09,977,395,91,2026-05-31,2369459.48
INV00928,PROD0143,WH12,3066,506,334,2025-06-24,2222819.34
INV00929,PROD0149,WH07,783,213,436,2025-01-21,95721.75
INV00930,PROD0147,WH09,240,1369,187,2025-04-15,10848.0
INV00931,PROD0060,WH02,1553,1280,236,2026-08-01,3409642.56
INV00932,PROD0093,WH05,4578,922,765,2026-03-19,3404338.14
INV00933,PROD0161,WH04,1012,979,480,2025-02-18,1484624.24
INV00934,PROD0049,WH02,186,1433,603,2026-06-12,46442.34
INV00935,PROD0035,WH09,1881,728,465,2025-05-25,4423115.07
INV00936,PROD0172,WH09,4586,997,475,2025-12-06,4095664.88
INV00937,PROD0102,WH06,430,543,465,2025-12-20,593649.4
INV00938,PROD0011,WH11,238,408,75,2025-03-16,30778.16
INV00939,PROD0099,WH06,2345,840,420,2026-08-01,566669.25
INV00940,PROD0200,WH08,75,451,434,2025-11-15,158075.25
INV00941,PROD0110,WH06,1356,1488,105,2025-03-28,361089.24
INV00942,PROD0074,WH01,4922,470,302,2026-07-07,5320928.1
INV00943,PROD0194,WH04,2330,1119,683,2025-02-11,4728105.9
INV00944,PROD0174,WH07,4686,618,155,2025-04-03,975484.62
INV00945,PROD0009,WH02,1902,994,179,2026-05-22,96564.54
INV00946,PROD0003,WH09,4013,1434,719,2026-06-13,5588383.41
INV00947,PROD0085,WH08,4670,1299,425,2025-09-22,10576942.9
INV00948,PROD0026,WH08,4987,924,792,2025-10-19,7830886.62
INV00949,PROD0072,WH07,2059,632,357,2026-04-09,4793207.87
INV00950,PROD0048,WH04,140,308,140,2026-07-14,8439.2
INV00951,PROD0194,WH02,1789,840,442,2025-04-07,3630292.47
INV00952,PROD0198,WH03,3626,1270,583,2025-04-05,3486435.26
INV00953,PROD0156,WH12,16,578,159,2025-11-22,21038.4
INV00954,PROD0117,WH06,4348,1319,610,2025-03-15,981865.36
INV00955,PROD0154,WH12,464,1157,690,2025-12-02,645577.12
INV00956,PROD0153,WH12,4471,302,634,2025-03-09,886956.98
INV00957,PROD0012,WH05,1827,1091,389,2025-03-18,212315.67
INV00958,PROD0133,WH12,3028,1053,614,2025-07-27,130839.88
INV00959,PROD0048,WH08,519,1369,405,2025-08-09,31285.32
INV00960,PROD0037,WH06,89,1250,217,2025-09-19,87184.4
INV00961,PROD0044,WH06,4815,729,606,2026-02-14,10905012.0
INV00962,PROD0015,WH01,2851,878,501,2025-11-27,3402155.32
INV00963,PROD0043,WH04,2843,1188,154,2025-12-10,6833321.08
INV00964,PROD0176,WH05,4725,1305,199,2025-03-15,11650574.25
INV00965,PROD0087,WH12,1884,627,195,2025-09-11,1523195.16
INV00966,PROD0070,WH11,4171,1021,765,2025-11-28,8110050.69
INV00967,PROD0046,WH03,925,1385,348,2026-02-02,173308.0
INV00968,PROD0108,WH09,3734,1131,216,2025-12-11,7122044.9
INV00969,PROD0123,WH01,969,1261,762,2026-08-07,2388788.49
INV00970,PROD0171,WH06,1094,710,695,2026-03-31,1277015.26
INV00971,PROD0021,WH06,3195,592,772,2025-04-25,3211869.6
INV00972,PROD0151,WH10,1404,912,97,2025-11-09,1862181.36
INV00973,PROD0107,WH05,3364,693,687,2025-08-16,1245790.12
INV00974,PROD0080,WH12,4290,1423,288,2025-09-02,8874937.5
INV00975,PROD0047,WH05,3982,1478,56,2026-06-10,1056942.26
INV00976,PROD0117,WH10,4323,1402,513,2026-06-12,976219.86
INV00977,PROD0124,WH05,4013,746,502,2026-03-03,7573092.82
INV00978,PROD0143,WH06,4556,793,420,2025-02-11,3303054.44
INV00979,PROD0025,WH08,4713,588,598,2026-04-10,4458073.83
INV00980,PROD0036,WH02,3092,357,536,2025-10-05,4468094.6
INV00981,PROD0051,WH06,4159,1227,260,2025-01-19,798112.1
INV00982,PROD0015,WH01,2074,366,214,2025-03-07,2474945.68
INV00983,PROD0068,WH04,284,1159,174,2025-06-16,295459.4
INV00984,PROD0021,WH10,4933,608,386,2026-08-08,4959046.24
INV00985,PROD0141,WH03,4926,1427,241,2026-02-07,11851956.0
INV00986,PROD0019,WH09,1187,393,779,2026-02-13,528701.67
INV00987,PROD0034,WH03,3969,434,263,2025-04-22,5837009.85
INV00988,PROD0078,WH06,2965,917,623,2025-10-01,6694495.6
INV00989,PROD0125,WH01,4319,1373,377,2026-02-11,4103093.19
INV00990,PROD0196,WH12,783,1382,430,2026-01-08,304422.57
INV00991,PROD0117,WH06,949,1015,722,2026-08-20,214303.18
INV00992,PROD0052,WH04,3939,603,627,2025-02-08,3181333.35
INV00993,PROD0027,WH08,44,1092,288,2025-04-15,55672.76
INV00994,PROD0157,WH11,1810,877,581,2025-11-20,2858098.6
INV00995,PROD0156,WH09,4566,267,749,2026-02-18,6003833.4
INV00996,PROD0035,WH04,2081,287,131,2026-03-05,4893409.07
INV00997,PROD0136,WH10,3498,416,412,2025-03-02,1085289.48
INV00998,PROD0144,WH12,829,200,554,2025-11-03,1801806.63
INV00999,PROD0106,WH10,1909,1358,251,2025-12-20,583982.19
INV01000,PROD0164,WH06,2581,339,553,2026-01-28,1840743.39
INV01001,PROD0158,WH01,691,817,693,2025-07-23,1205062.54
INV01002,PROD0146,WH04,4019,332,86,2025-09-15,9680203.59
INV01003,PROD0002,WH07,931,377,693,2026-05-01,1721111.77
INV01004,PROD0177,WH12,4936,1009,638,2026-06-01,8637654.48
INV01005,PROD0077,WH01,3406,579,650,2026-03-22,923911.56
INV01006,PROD0132,WH08,147,1107,451,2025-06-29,182157.99
INV01007,PROD0090,WH12,1032,857,755,2025-12-08,1486069.68
INV01008,PROD0089,WH10,1311,649,225,2025-05-13,3116587.86
INV01009,PROD0094,WH12,387,785,594,2026-03-19,321879.51
INV01010,PROD0007,WH11,3121,662,619,2025-09-10,2807620.39
INV01011,PROD0095,WH06,1873,1189,516,2025-09-22,3158271.33
INV01012,PROD0108,WH05,3588,1331,250,2025-04-03,6843571.8
INV01013,PROD0074,WH10,915,321,589,2026-02-15,989160.75
INV01014,PROD0039,WH11,1878,216,596,2025-05-18,2166761.28
INV01015,PROD0141,WH09,3748,1419,686,2025-07-27,9017688.0
INV01016,PROD0159,WH02,277,526,443,2026-07-27,317034.81
INV01017,PROD0071,WH05,1977,517,91,2025-11-03,1703976.3
INV01018,PROD0191,WH06,1859,1008,646,2025-09-23,236780.83
INV01019,PROD0056,WH07,3036,1475,442,2025-11-14,2171984.76
INV01020,PROD0170,WH05,3371,702,749,2025-04-23,1626440.08
INV01021,PROD0189,WH09,4713,318,672,2026-01-13,10994627.79
INV01022,PROD0042,WH01,2182,909,490,2026-03-30,2126293.54
INV01023,PROD0184,WH07,4675,244,666,2025-07-10,9625871.75
INV01024,PROD0036,WH10,1170,513,555,2026-03-16,1690708.5
INV01025,PROD0084,WH07,489,1402,369,2025-07-06,20503.77
INV01026,PROD0196,WH04,2525,617,602,2026-01-02,981694.75
INV01027,PROD0118,WH09,1182,755,264,2025-03-30,2915757.6
INV01028,PROD0007,WH12,4479,1301,120,2025-07-06,4029263.61
INV01029,PROD0054,WH11,4258,525,617,2025-05-12,310110.14
INV01030,PROD0129,WH05,2488,714,285,2026-07-14,2660144.72
INV01031,PROD0172,WH04,1876,413,330,2026-01-11,1675418.08
INV01032,PROD0120,WH07,2462,273,666,2025-04-09,2304555.1
INV01033,PROD0173,WH04,1630,708,211,2025-02-03,2388585.7
INV01034,PROD0106,WH03,287,531,240,2026-08-05,87796.17
INV01035,PROD0047,WH09,4282,1316,58,2025-06-20,1136571.26
INV01036,PROD0123,WH11,1907,887,109,2026-01-01,4701155.47
INV01037,PROD0141,WH08,1161,856,274,2025-02-28,2793366.0
INV01038,PROD0119,WH01,129,1492,749,2025-06-30,121912.74
INV01039,PROD0150,WH07,2363,1227,631,2025-01-19,5268284.87
INV01040,PROD0118,WH09,143,1361,336,2025-08-14,352752.4
INV01041,PROD0021,WH08,15,1454,218,2026-04-18,15079.2
INV01042,PROD0137,WH08,244,799,111,2025-04-05,74920.2
INV01043,PROD0026,WH06,926,1275,398,2025-10-24,1454060.76
INV01044,PROD0009,WH11,3178,524,491,2026-08-16,161347.06
INV01045,PROD0015,WH04,2176,1191,63,2025-06-24,2596664.32
INV01046,PROD0010,WH08,886,916,213,2025-08-10,268847.84
INV01047,PROD0122,WH03,340,922,469,2025-02-23,805429.4
INV01048,PROD0121,WH09,2051,476,569,2026-02-07,4173395.31
INV01049,PROD0125,WH02,3398,735,715,2025-11-14,3228133.98
INV01050,PROD0170,WH02,3950,351,597,2025-12-15,1905796.0
INV01051,PROD0072,WH12,305,1154,609,2026-03-19,710018.65
INV01052,PROD0152,WH12,907,458,646,2026-08-03,2251645.64
INV01053,PROD0049,WH07,2654,523,77,2026-06-24,662677.26
INV01054,PROD0154,WH12,3792,1216,757,2025-10-09,5275923.36
INV01055,PROD0091,WH10,4042,1068,495,2025-12-26,6407055.04
INV01056,PROD0037,WH04,1371,1391,257,2025-01-08,1343031.6
INV01057,PROD0068,WH10,320,887,519,2026-07-17,332912.0
INV01058,PROD0050,WH08,4654,509,765,2026-05-06,7968904.58
INV01059,PROD0152,WH09,4059,1002,153,2025-12-07,10076548.68
INV01060,PROD0019,WH07,1131,1279,791,2026-04-17,503758.71
INV01061,PROD0100,WH05,2578,819,475,2025-09-06,3206078.14
INV01062,PROD0060,WH08,4042,672,150,2025-08-23,8874291.84
INV01063,PROD0167,WH04,3367,660,590,2025-03-24,3862992.77
INV01064,PROD0089,WH02,817,1013,688,2025-04-03,1942221.42
INV01065,PROD0146,WH11,11,1045,571,2026-01-29,26494.71
INV01066,PROD0147,WH12,194,1364,155,2025-09-25,8768.8
INV01067,PROD0164,WH06,2537,866,728,2026-02-21,1809363.03
INV01068,PROD0183,WH09,2842,461,326,2026-08-06,6475923.3
INV01069,PROD0069,WH01,2229,1464,114,2026-06-13,2094056.34
INV01070,PROD0175,WH11,3009,554,237,2025-09-10,7331037.33
INV01071,PROD0049,WH10,4751,969,366,2025-05-02,1186277.19
INV01072,PROD0108,WH12,2077,379,187,2025-01-10,3961565.95
INV01073,PROD0161,WH07,3867,265,392,2025-11-12,5672966.34
INV01074,PROD0119,WH10,4873,1019,154,2025-09-30,4605277.38
INV01075,PROD0149,WH09,443,370,595,2025-11-02,54156.75
INV01076,PROD0150,WH10,297,673,429,2025-07-29,662158.53
INV01077,PROD0176,WH09,4903,733,159,2026-04-09,12089474.19
INV01078,PROD0037,WH10,844,1330,594,2026-02-20,826782.4
INV01079,PROD0143,WH11,1015,638,403,2025-08-04,735864.85
INV01080,PROD0163,WH03,1384,1034,792,2025-03-21,177055.12
INV01081,PROD0199,WH11,1397,426,366,2026-04-25,3388060.28
INV01082,PROD0160,WH05,553,641,315,2026-07-01,870687.44
INV01083,PROD0011,WH08,2350,595,743,2025-01-18,303902.0
INV01084,PROD0138,WH08,4516,927,114,2025-06-14,7353357.64
INV01085,PROD0078,WH04,1269,283,382,2026-06-09,2865198.96
INV01086,PROD0077,WH12,1260,1236,562,2025-07-21,341787.6
INV01087,PROD0185,WH11,184,892,182,2025-12-12,437046.0
INV01088,PROD0153,WH11,4563,692,641,2026-01-01,905207.94
INV01089,PROD0002,WH01,2410,1491,589,2026-03-24,4455294.7
INV01090,PROD0064,WH01,4431,1343,784,2026-05-28,2020270.14
INV01091,PROD0035,WH04,2209,1169,584,2025-11-15,5194397.23
INV01092,PROD0007,WH06,3672,552,545,2025-08-05,3303294.48
INV01093,PROD0085,WH08,4683,1280,670,2025-02-03,10606386.21
INV01094,PROD0146,WH06,1881,239,668,2025-09-23,4530595.41
INV01095,PROD0067,WH12,4296,839,706,2025-03-21,10638657.36
INV01096,PROD0042,WH09,521,372,418,2026-02-17,507698.87
INV01097,PROD0118,WH09,1887,458,700,2025-09-09,4654851.6
INV01098,PROD0125,WH02,2552,716,148,2025-01-12,2424425.52
INV01099,PROD0167,WH10,3809,929,366,2026-02-05,4370103.79
INV01100,PROD0169,WH01,4883,722,172,2025-10-09,3439048.07
INV01101,PROD0024,WH02,4155,1038,369,2025-04-22,530094.9
INV01102,PROD0188,WH05,4673,316,642,2026-01-13,4926884.09
INV01103,PROD0046,WH04,4416,383,544,2025-09-25,827381.76
INV01104,PROD0019,WH04,3479,1339,506,2025-10-25,1549581.39
INV01105,PROD0068,WH09,1409,361,571,2025-11-13,1465853.15
INV01106,PROD0102,WH11,1694,742,569,2026-07-24,2338702.52
INV01107,PROD0042,WH08,4664,1460,766,2026-05-24,4544928.08
INV01108,PROD0032,WH06,526,1038,364,2026-06-30,847601.66
INV01109,PROD0167,WH01,2660,1289,758,2025-12-31,3051844.6
INV01110,PROD0109,WH02,2172,1293,759,2026-07-01,3369358.44
INV01111,PROD0036,WH06,4966,646,591,2025-09-28,7176118.3
INV01112,PROD0097,WH11,279,615,528,2026-04-19,552997.53
INV01113,PROD0164,WH02,2964,731,69,2026-06-21,2113895.16
INV01114,PROD0131,WH10,3977,640,609,2025-08-22,1158619.41
INV01115,PROD0073,WH05,2669,937,179,2025-02-28,5733439.04
INV01116,PROD0136,WH05,2893,663,342,2025-09-08,897582.18
INV01117,PROD0097,WH06,1751,595,181,2025-03-27,3470604.57
INV01118,PROD0123,WH06,3981,910,405,2026-01-25,9814001.01
INV01119,PROD0070,WH06,4769,594,103,2025-06-29,9272795.91
INV01120,PROD0169,WH02,2361,525,436,2025-05-29,1662828.69
INV01121,PROD0196,WH10,4427,1314,314,2026-08-06,1721173.33
INV01122,PROD0013,WH03,4131,949,264,2025-05-01,8843727.42
INV01123,PROD0049,WH06,1708,1293,509,2026-08-28,426470.52
INV01124,PROD0060,WH08,2686,1389,507,2025-09-13,5897166.72
INV01125,PROD0130,WH12,2895,841,92,2025-11-05,6563804.55
INV01126,PROD0188,WH11,4535,413,635,2025-02-28,4781386.55
INV01127,PROD0005,WH12,2776,568,327,2025-03-10,2936202.96
INV01128,PROD0172,WH01,1119,248,179,2026-03-22,999356.52
INV01129,PROD0027,WH01,2988,1275,399,2026-01-23,3780686.52
INV01130,PROD0160,WH11,4259,1462,755,2025-03-27,6705710.32
INV01131,PROD0149,WH02,4243,332,593,2025-08-15,518706.75
INV01132,PROD0008,WH11,194,1198,155,2026-08-16,368260.5
INV01133,PROD0200,WH12,662,985,765,2025-07-03,1395277.54
INV01134,PROD0050,WH12,479,1389,50,2025-11-18,820177.33
INV01135,PROD0067,WH06,4218,572,633,2025-11-14,10445497.38
INV01136,PROD0044,WH09,1423,678,481,2026-07-20,3222810.4
INV01137,PROD0125,WH04,2708,1031,355,2026-02-03,2572627.08
INV01138,PROD0058,WH03,3175,849,576,2025-10-20,5544788.25
INV01139,PROD0003,WH12,3814,881,102,2025-10-20,5311261.98
INV01140,PROD0086,WH08,2014,887,569,2026-04-30,487085.9
INV01141,PROD0070,WH11,3789,281,379,2026-03-23,7367293.71
INV01142,PROD0130,WH10,4805,286,607,2026-02-16,10894328.45
INV01143,PROD0172,WH09,2443,424,374,2026-05-23,2181794.44
INV01144,PROD0002,WH12,911,215,163,2025-09-01,1684138.37
INV01145,PROD0102,WH11,3213,1021,196,2026-02-24,4435803.54
INV01146,PROD0035,WH05,2364,362,215,2025-06-03,5558875.08
INV01147,PROD0098,WH09,3629,713,428,2026-02-28,7175258.8
INV01148,PROD0030,WH02,3472,549,188,2025-09-30,1457858.08
INV01149,PROD0116,WH03,680,880,678,2026-06-04,147662.0
INV01150,PROD0008,WH07,4651,1315,348,2025-05-08,8828760.75
INV01151,PROD0150,WH07,609,380,325,2026-01-08,1357759.41
INV01152,PROD0044,WH06,2156,942,227,2026-07-22,4882908.8
INV01153,PROD0186,WH06,3866,859,403,2025-06-08,7029973.06
INV01154,PROD0036,WH02,371,1412,203,2026-07-25,536113.55
INV01155,PROD0197,WH10,615,692,250,2026-07-24,917217.15
INV01156,PROD0077,WH06,2253,1122,164,2025-06-25,611148.78
INV01157,PROD0031,WH04,4942,327,720,2025-07-30,940759.12
INV01158,PROD0047,WH12,4138,764,603,2026-03-23,1098349.34
INV01159,PROD0055,WH03,864,1410,117,2026-08-09,1761652.8
INV01160,PROD0106,WH11,1268,749,494,2025-06-16,387893.88
INV01161,PROD0190,WH02,784,652,494,2026-04-05,1699061.28
INV01162,PROD0158,WH01,4571,670,375,2025-12-23,7971549.74
INV01163,PROD0121,WH11,4178,1187,757,2025-10-31,8501436.18
INV01164,PROD0055,WH11,2237,937,651,2025-08-21,4561131.15
INV01165,PROD0144,WH05,4054,423,672,2025-11-23,8811247.38
INV01166,PROD0012,WH02,4895,353,408,2025-07-01,568847.95
INV01167,PROD0145,WH02,935,759,194,2025-11-30,533548.4
INV01168,PROD0144,WH07,3980,550,324,2025-01-29,8650410.6
INV01169,PROD0140,WH08,2338,1370,558,2025-04-03,3424398.46
INV01170,PROD0136,WH10,325,548,228,2025-11-26,100834.5
INV01171,PROD0003,WH08,1534,381,526,2025-07-03,2136202.38
INV01172,PROD0144,WH04,3480,836,463,2025-04-05,7563675.6
INV01173,PROD0030,WH01,3861,1217,202,2025-12-19,1621195.29
INV01174,PROD0023,WH11,1985,378,153,2025-09-22,3162521.85
INV01175,PROD0092,WH07,4932,1262,124,2025-01-19,5570151.48
INV01176,PROD0115,WH01,4603,971,177,2026-05-14,8147356.03
INV01177,PROD0104,WH11,2778,1093,760,2025-05-19,6169771.32
INV01178,PROD0118,WH04,1270,1226,715,2026-07-27,3132836.0
INV01179,PROD0005,WH08,640,1215,617,2026-06-09,676934.4
INV01180,PROD0104,WH02,4703,263,394,2025-09-12,10445080.82
INV01181,PROD0108,WH06,4078,228,580,2025-03-26,7778173.3
INV01182,PROD0065,WH06,4661,571,208,2026-04-03,8763985.08
INV01183,PROD0121,WH12,1367,296,587,2026-06-16,2781585.27
INV01184,PROD0030,WH09,4042,1426,475,2026-07-16,1697195.38
INV01185,PROD0149,WH05,2575,1192,730,2025-04-02,314793.75
INV01186,PROD0084,WH10,3603,220,72,2026-08-23,151073.79
INV01187,PROD0198,WH04,1581,934,96,2025-03-10,1520147.31
INV01188,PROD0150,WH05,1986,1325,574,2025-02-06,4427767.14
INV01189,PROD0200,WH12,2240,1269,778,2025-05-20,4721180.8
INV01190,PROD0032,WH12,3966,265,755,2026-07-20,6390852.06
INV01191,PROD0161,WH10,2105,802,193,2025-06-27,3088077.1
INV01192,PROD0016,WH11,128,1387,634,2025-05-17,33039.36
INV01193,PROD0038,WH05,4801,1334,717,2025-07-09,7746749.57
INV01194,PROD0142,WH08,3996,537,638,2025-12-08,3782413.8
