Order_ID,Order_Date,Customer_ID,Product_ID,Warehouse_ID,Quantity,Priority,Order_Status,Unit_Price,Order_Value,Shipment_ID,Supplier_ID,Origin_Warehouse_ID,Destination_City,Shipping_Mode,Shipping_Date,Expected_Delivery_Date,Actual_Delivery_Date,Shipment_Status,Delay_Days,Freight_Cost,Product_Name,Category,Unit_Weight_Kg,Supplier_ID_product,Supplier_Name,Country,City,Lead_Time_Days,Supplier_Rating,Unit_Cost_Index,Warehouse_Name,City_warehouse,State,Capacity_Units,Order_Lead_Time_Days,Shipping_Duration_Days,On_Time_Delivery
ORD005148,2025-09-02,CUST01077,PROD0108,WH08,153,Critical,Backordered,1907.35,291824.55,SHIP005148,SUP009,WH08,Pune,Rail,2025-09-05,2025-09-18,2025-09-20,Delivered Late,2,170.23,Product_0108,Consumer Goods,22.39,SUP009,Supplier_009,China,Delhi,10,3.5,0.89,Warehouse_08,Kolkata,West Bengal,92258,18,15,No
ORD005149,2026-03-24,CUST01172,PROD0051,WH06,288,Standard,In Transit,191.9,55267.2,SHIP005149,SUP038,WH06,Chennai,Rail,2026-03-25,2026-04-12,2026-04-19,Delivered Late,7,270.94,Product_0051,Automotive,21.57,SUP038,Supplier_038,USA,Mumbai,10,4.6,1.04,Warehouse_06,Pune,Maharashtra,51480,26,25,No
ORD005150,2025-12-31,CUST01557,PROD0073,WH05,123,Standard,Backordered,2148.16,264223.68,SHIP005150,SUP004,WH05,Mumbai,Road,2026-01-03,2026-01-23,2026-01-23,Delivered On Time,0,226.33,Product_0073,Industrial,16.72,SUP004,Supplier_004,Thailand,Tokyo,10,3.1,1.07,Warehouse_05,Mumbai,Maharashtra,76373,23,20,Yes
ORD005151,2026-01-02,CUST00233,PROD0060,WH05,94,Standard,Cancelled,2195.52,206378.88,SHIP005151,SUP005,WH05,Kolkata,Road,2026-01-03,2026-01-23,2026-01-24,Delivered Late,1,346.7,Product_0060,Automotive,8.29,SUP005,Supplier_005,Vietnam,Chennai,16,4.7,1.23,Warehouse_05,Mumbai,Maharashtra,76373,22,21,No
ORD005152,2025-10-14,CUST00051,PROD0199,WH05,82,Express,Delivered,2425.24,198869.68,SHIP005152,SUP001,WH05,Bengaluru,Rail,2025-10-16,2025-11-10,2025-11-17,Delivered Late,7,281.73,Product_0199,Consumer Goods,1.76,SUP001,Supplier_001,Thailand,Chennai,16,4.5,1.23,Warehouse_05,Mumbai,Maharashtra,76373,34,32,No
ORD005153,2026-08-27,CUST00665,PROD0080,WH01,108,Express,Delivered,2068.75,223425.0,SHIP005153,SUP026,WH01,Vijayawada,Road,2026-08-30,2026-09-09,2026-09-09,In Transit,0,224.66,Product_0080,Industrial,2.31,SUP026,Supplier_026,India,Bengaluru,3,4.2,0.9,Warehouse_01,Hyderabad,Telangana,50678,13,10,Yes
ORD005154,2025-04-16,CUST00451,PROD0156,WH11,240,Standard,Delivered,1314.9,315576.0,SHIP005154,SUP022,WH11,Vijayawada,Road,2025-04-19,2025-05-08,2025-05-08,Delivered On Time,0,439.15,Product_0156,Consumer Goods,21.65,SUP022,Supplier_022,Japan,Shanghai,15,3.7,1.17,Warehouse_11,Visakhapatnam,Andhra Pradesh,99111,22,19,Yes
ORD005155,2025-01-13,CUST01363,PROD0124,WH05,67,Standard,Backordered,1887.14,126438.38,SHIP005155,SUP021,WH05,Vijayawada,Road,2025-01-15,2025-02-19,2025-02-24,Delivered Late,5,94.89,Product_0124,Home Appliances,17.01,SUP021,Supplier_021,Japan,Bengaluru,30,4.0,1.06,Warehouse_05,Mumbai,Maharashtra,76373,42,40,No
ORD005156,2025-05-26,CUST00351,PROD0199,WH03,268,Express,Delivered,2425.24,649964.32,SHIP005156,SUP001,WH03,Pune,Air,2025-05-26,2025-06-16,2025-06-16,Delivered On Time,0,852.69,Product_0199,Consumer Goods,1.76,SUP001,Supplier_001,Thailand,Chennai,16,4.5,1.23,Warehouse_03,Chennai,Tamil Nadu,83230,21,21,Yes
ORD005157,2026-04-23,CUST02697,PROD0014,WH06,243,Critical,Backordered,1763.59,428552.37,SHIP005157,SUP026,WH06,Chennai,Rail,2026-04-24,2026-04-28,2026-05-03,Delivered Late,5,144.91,Product_0014,Automotive,6.26,SUP026,Supplier_026,India,Bengaluru,3,4.2,0.9,Warehouse_06,Pune,Maharashtra,51480,10,9,No
ORD005158,2025-04-25,CUST01309,PROD0160,WH09,276,Standard,Delivered,1574.48,434556.48,SHIP005158,SUP001,WH09,Vijayawada,Rail,2025-04-28,2025-05-21,2025-05-24,Delivered Late,3,480.04,Product_0160,Industrial,16.75,SUP001,Supplier_001,Thailand,Chennai,16,4.5,1.23,Warehouse_09,Ahmedabad,Gujarat,59986,29,26,No
ORD005159,2026-05-24,CUST02926,PROD0008,WH12,136,Standard,Backordered,1898.25,258162.0,SHIP005159,SUP035,WH12,Mumbai,Road,2026-05-24,2026-06-10,2026-06-15,Delivered Late,5,313.25,Product_0008,Automotive,24.99,SUP035,Supplier_035,Vietnam,Pune,13,3.4,1.29,Warehouse_12,Coimbatore,Tamil Nadu,84929,22,22,No
ORD005160,2025-06-01,CUST00583,PROD0027,WH03,159,Standard,In Transit,1265.29,201181.11,SHIP005160,SUP023,WH03,Chennai,Air,2025-06-02,2025-06-16,2025-06-23,Delivered Late,7,756.89,Product_0027,Home Appliances,13.05,SUP023,Supplier_023,China,Hanoi,11,2.9,0.97,Warehouse_03,Chennai,Tamil Nadu,83230,22,21,No
ORD005161,2025-02-26,CUST00245,PROD0050,WH01,152,Standard,Delivered,1712.27,260265.04,SHIP005161,SUP029,WH01,Hyderabad,Road,2025-02-28,2025-03-16,2025-03-19,Delivered Late,3,198.03,Product_0050,Automotive,15.59,SUP029,Supplier_029,Japan,Bengaluru,11,4.8,0.92,Warehouse_01,Hyderabad,Telangana,50678,21,19,No
ORD005162,2026-01-17,CUST00550,PROD0187,WH08,42,Standard,Backordered,1539.34,64652.28,SHIP005162,SUP032,WH08,Hyderabad,Road,2026-01-19,2026-02-03,2026-02-06,Delivered Late,3,83.53,Product_0187,Home Appliances,19.03,SUP032,Supplier_032,India,Pune,14,4.5,1.05,Warehouse_08,Kolkata,West Bengal,92258,20,18,No
ORD005163,2025-06-06,CUST00728,PROD0057,WH12,26,Standard,Delivered,308.64,8024.64,SHIP005163,SUP022,WH12,Chennai,Road,2025-06-08,2025-07-04,2025-07-09,Delivered Late,5,195.86,Product_0057,Electronics,11.53,SUP022,Supplier_022,Japan,Shanghai,15,3.7,1.17,Warehouse_12,Coimbatore,Tamil Nadu,84929,33,31,No
ORD005164,2025-05-13,CUST00639,PROD0003,WH09,166,Standard,Delivered,1392.57,231166.62,SHIP005164,SUP008,WH09,Delhi,Road,2025-05-16,2025-06-14,2025-06-14,Delivered On Time,0,424.03,Product_0003,Automotive,10.43,SUP008,Supplier_008,Thailand,Shanghai,27,2.9,0.82,Warehouse_09,Ahmedabad,Gujarat,59986,32,29,Yes
ORD005165,2025-06-12,CUST00584,PROD0155,WH10,294,Critical,Cancelled,2423.72,712573.68,SHIP005165,SUP020,WH10,Bengaluru,Air,2025-06-14,2025-07-16,2025-07-16,Delivered On Time,0,862.54,Product_0155,Home Appliances,24.24,SUP020,Supplier_020,USA,Mumbai,30,3.9,0.94,Warehouse_10,Jaipur,Rajasthan,44160,34,32,Yes
ORD005166,2025-10-02,CUST02274,PROD0034,WH04,97,Standard,Cancelled,1470.65,142653.05,SHIP005166,SUP014,WH04,Bengaluru,Sea,2025-10-02,2025-10-30,2025-10-30,Delivered On Time,0,232.4,Product_0034,Home Appliances,0.82,SUP014,Supplier_014,Germany,Tokyo,17,3.8,1.06,Warehouse_04,Bengaluru,Karnataka,94055,28,28,Yes
ORD005167,2025-03-18,CUST02875,PROD0026,WH10,267,Standard,Delivered,1570.26,419259.42,SHIP005167,SUP033,WH10,Kolkata,Road,2025-03-21,2025-04-09,2025-04-16,Delivered Late,7,259.76,Product_0026,Electronics,19.33,SUP033,Supplier_033,India,Berlin,10,3.3,0.78,Warehouse_10,Jaipur,Rajasthan,44160,29,26,No
ORD005168,2025-02-13,CUST00441,PROD0168,WH05,123,Critical,Cancelled,1556.03,191391.69,SHIP005168,SUP029,WH05,Hyderabad,Air,2025-02-16,2025-03-02,2025-03-02,Delivered On Time,0,595.06,Product_0168,Industrial,10.69,SUP029,Supplier_029,Japan,Bengaluru,11,4.8,0.92,Warehouse_05,Mumbai,Maharashtra,76373,17,14,Yes
ORD005169,2026-07-04,CUST01468,PROD0115,WH03,23,Express,Delivered,1770.01,40710.23,SHIP005169,SUP001,WH03,Vijayawada,Road,2026-07-06,2026-07-23,2026-07-23,Delivered On Time,0,269.96,Product_0115,Consumer Goods,6.8,SUP001,Supplier_001,Thailand,Chennai,16,4.5,1.23,Warehouse_03,Chennai,Tamil Nadu,83230,19,17,Yes
ORD005170,2025-11-14,CUST01820,PROD0086,WH08,198,Standard,In Transit,241.85,47886.3,SHIP005170,SUP040,WH08,Pune,Air,2025-11-14,2025-11-26,2025-11-26,Delivered On Time,0,1769.38,Product_0086,Automotive,17.29,SUP040,Supplier_040,Thailand,Bengaluru,5,4.7,0.9,Warehouse_08,Kolkata,West Bengal,92258,12,12,Yes
ORD005171,2026-06-18,CUST00412,PROD0160,WH03,41,Critical,In Transit,1574.48,64553.68,SHIP005171,SUP001,WH03,Mumbai,Rail,2026-06-20,2026-07-08,2026-07-11,Delivered Late,3,347.14,Product_0160,Industrial,16.75,SUP001,Supplier_001,Thailand,Chennai,16,4.5,1.23,Warehouse_03,Chennai,Tamil Nadu,83230,23,21,No
ORD005172,2026-08-08,CUST00814,PROD0169,WH04,121,Express,Delivered,704.29,85219.09,SHIP005172,SUP029,WH04,Chennai,Road,2026-08-08,2026-08-27,2026-08-27,Delivered On Time,0,159.81,Product_0169,Industrial,12.74,SUP029,Supplier_029,Japan,Bengaluru,11,4.8,0.92,Warehouse_04,Bengaluru,Karnataka,94055,19,19,Yes
ORD005173,2025-06-03,CUST00246,PROD0130,WH10,4,Standard,Cancelled,2267.29,9069.16,SHIP005173,SUP025,WH10,Pune,Road,2025-06-04,2025-06-29,2025-06-30,Delivered Late,1,238.54,Product_0130,Electronics,18.66,SUP025,Supplier_025,Germany,Hyderabad,15,2.9,1.33,Warehouse_10,Jaipur,Rajasthan,44160,27,26,No
ORD005174,2025-08-25,CUST00583,PROD0111,WH12,255,Standard,Delivered,224.01,57122.55,SHIP005174,SUP040,WH12,Mumbai,Rail,2025-08-26,2025-09-11,2025-09-11,Delivered On Time,0,221.21,Product_0111,Automotive,2.77,SUP040,Supplier_040,Thailand,Bengaluru,5,4.7,0.9,Warehouse_12,Coimbatore,Tamil Nadu,84929,17,16,Yes
ORD005175,2026-06-01,CUST01731,PROD0200,WH07,131,Standard,Delivered,2107.67,276104.77,SHIP005175,SUP003,WH07,Mumbai,Road,2026-06-01,2026-06-29,2026-06-29,Delivered On Time,0,83.03,Product_0200,Electronics,18.55,SUP003,Supplier_003,Germany,Bengaluru,17,3.6,1.29,Warehouse_07,Delhi,Delhi,88836,28,28,Yes
ORD005176,2025-08-09,CUST02548,PROD0106,WH02,183,Standard,In Transit,305.91,55981.53,SHIP005176,SUP028,WH02,Delhi,Rail,2025-08-09,2025-08-22,2025-08-22,Delivered On Time,0,484.85,Product_0106,Electronics,6.39,SUP028,Supplier_028,China,Hanoi,9,3.9,0.93,Warehouse_02,Vijayawada,Andhra Pradesh,96218,13,13,Yes
ORD005177,2025-11-06,CUST00982,PROD0135,WH01,107,Standard,Backordered,154.91,16575.37,SHIP005177,SUP007,WH01,Mumbai,Rail,2025-11-07,2025-12-18,2025-12-21,Delivered Late,3,260.19,Product_0135,Home Appliances,16.18,SUP007,Supplier_007,Germany,Chennai,30,3.5,0.94,Warehouse_01,Hyderabad,Telangana,50678,45,44,No
ORD005178,2026-08-21,CUST01975,PROD0019,WH04,177,Critical,Delivered,445.41,78837.57,SHIP005178,SUP040,WH04,Chennai,Road,2026-08-22,2026-09-02,2026-09-12,In Transit,10,444.97,Product_0019,Automotive,5.79,SUP040,Supplier_040,Thailand,Bengaluru,5,4.7,0.9,Warehouse_04,Bengaluru,Karnataka,94055,22,21,No
ORD005179,2025-06-26,CUST00550,PROD0033,WH08,72,Standard,Delivered,80.88,5823.36,SHIP005179,SUP002,WH08,Vijayawada,Rail,2025-06-29,2025-07-18,2025-07-28,Delivered Late,10,232.33,Product_0033,Home Appliances,3.44,SUP002,Supplier_002,USA,Shanghai,18,3.0,0.86,Warehouse_08,Kolkata,West Bengal,92258,32,29,No
ORD005180,2025-08-08,CUST02165,PROD0002,WH01,70,Standard,In Transit,1848.67,129406.9,SHIP005180,SUP029,WH01,Pune,Rail,2025-08-11,2025-08-29,2025-09-03,Delivered Late,5,149.51,Product_0002,Automotive,11.77,SUP029,Supplier_029,Japan,Bengaluru,11,4.8,0.92,Warehouse_01,Hyderabad,Telangana,50678,26,23,No
ORD005181,2025-02-07,CUST01388,PROD0195,WH10,69,Standard,Delivered,2468.38,170318.22,SHIP005181,SUP032,WH10,Delhi,Sea,2025-02-10,2025-03-06,2025-03-09,Delivered Late,3,635.78,Product_0195,Electronics,3.2,SUP032,Supplier_032,India,Pune,14,4.5,1.05,Warehouse_10,Jaipur,Rajasthan,44160,30,27,No
ORD005182,2026-03-07,CUST01938,PROD0015,WH03,264,Critical,Delivered,1193.32,315036.48,SHIP005182,SUP004,WH03,Chennai,Rail,2026-03-09,2026-03-27,2026-03-27,Delivered On Time,0,287.67,Product_0015,Industrial,11.32,SUP004,Supplier_004,Thailand,Tokyo,10,3.1,1.07,Warehouse_03,Chennai,Tamil Nadu,83230,20,18,Yes
ORD005183,2025-07-22,CUST00204,PROD0021,WH04,123,Critical,Delivered,1005.28,123649.44,SHIP005183,SUP039,WH04,Delhi,Road,2025-07-25,2025-08-08,2025-08-08,Delivered On Time,0,405.17,Product_0021,Automotive,15.49,SUP039,Supplier_039,USA,Berlin,5,4.2,1.34,Warehouse_04,Bengaluru,Karnataka,94055,17,14,Yes
ORD005184,2026-03-24,CUST00351,PROD0078,WH04,227,Standard,Delivered,2257.84,512529.68,SHIP005184,SUP036,WH04,Hyderabad,Road,2026-03-27,2026-04-28,2026-05-03,Delivered Late,5,172.75,Product_0078,Electronics,7.04,SUP036,Supplier_036,Thailand,Mumbai,21,3.2,0.89,Warehouse_04,Bengaluru,Karnataka,94055,40,37,No
ORD005185,2026-05-10,CUST00319,PROD0059,WH03,183,Express,Backordered,1577.92,288759.36,SHIP005185,SUP010,WH03,Kolkata,Rail,2026-05-11,2026-06-08,2026-06-10,Delivered Late,2,139.9,Product_0059,Industrial,12.37,SUP010,Supplier_010,Vietnam,Tokyo,23,3.5,1.01,Warehouse_03,Chennai,Tamil Nadu,83230,31,30,No
ORD005186,2025-05-05,CUST02988,PROD0104,WH03,227,Standard,Delivered,2220.94,504153.38,SHIP005186,SUP037,WH03,Pune,Road,2025-05-08,2025-05-28,2025-06-07,Delivered Late,10,356.59,Product_0104,Automotive,18.71,SUP037,Supplier_037,China,Berlin,19,4.8,0.84,Warehouse_03,Chennai,Tamil Nadu,83230,33,30,No
ORD005187,2025-03-06,CUST02537,PROD0082,WH07,72,Express,Delivered,2240.38,161307.36,SHIP005187,SUP005,WH07,Pune,Road,2025-03-08,2025-03-27,2025-04-01,Delivered Late,5,435.67,Product_0082,Automotive,11.57,SUP005,Supplier_005,Vietnam,Chennai,16,4.7,1.23,Warehouse_07,Delhi,Delhi,88836,26,24,No
ORD005188,2025-09-01,CUST01693,PROD0118,WH08,8,Standard,Delivered,2466.8,19734.4,SHIP005188,SUP026,WH08,Vijayawada,Road,2025-09-01,2025-09-13,2025-09-13,Delivered On Time,0,190.6,Product_0118,Automotive,8.12,SUP026,Supplier_026,India,Bengaluru,3,4.2,0.9,Warehouse_08,Kolkata,West Bengal,92258,12,12,Yes
ORD005189,2026-06-11,CUST00107,PROD0113,WH10,72,Critical,Delivered,195.82,14099.04,SHIP005189,SUP011,WH10,Hyderabad,Road,2026-06-12,2026-07-06,2026-07-06,Delivered On Time,0,384.84,Product_0113,Electronics,13.36,SUP011,Supplier_011,Thailand,Shanghai,18,4.4,1.24,Warehouse_10,Jaipur,Rajasthan,44160,25,24,Yes
ORD005190,2025-08-14,CUST02702,PROD0039,WH04,212,Express,Cancelled,1153.76,244597.12,SHIP005190,SUP006,WH04,Mumbai,Air,2025-08-17,2025-09-16,2025-09-21,Delivered Late,5,766.83,Product_0039,Industrial,3.5,SUP006,Supplier_006,Germany,Delhi,25,4.2,1.29,Warehouse_04,Bengaluru,Karnataka,94055,38,35,No
ORD005191,2026-04-10,CUST02220,PROD0020,WH11,263,Standard,In Transit,1093.12,287490.56,SHIP005191,SUP008,WH11,Vijayawada,Road,2026-04-12,2026-05-18,2026-05-25,Delivered Late,7,421.21,Product_0020,Home Appliances,16.83,SUP008,Supplier_008,Thailand,Shanghai,27,2.9,0.82,Warehouse_11,Visakhapatnam,Andhra Pradesh,99111,45,43,No
ORD005192,2025-10-20,CUST02567,PROD0001,WH11,46,Express,Delivered,2387.84,109840.64,SHIP005192,SUP022,WH11,Mumbai,Road,2025-10-21,2025-11-14,2025-11-14,Delivered On Time,0,235.81,Product_0001,Industrial,20.97,SUP022,Supplier_022,Japan,Shanghai,15,3.7,1.17,Warehouse_11,Visakhapatnam,Andhra Pradesh,99111,25,24,Yes
ORD005193,2026-01-16,CUST01879,PROD0073,WH08,150,Critical,Delivered,2148.16,322224.0,SHIP005193,SUP004,WH08,Hyderabad,Air,2026-01-17,2026-01-30,2026-02-06,Delivered Late,7,1608.74,Product_0073,Industrial,16.72,SUP004,Supplier_004,Thailand,Tokyo,10,3.1,1.07,Warehouse_08,Kolkata,West Bengal,92258,21,20,No
ORD005194,2025-06-15,CUST00958,PROD0009,WH08,81,Standard,Delivered,50.77,4112.37,SHIP005194,SUP021,WH08,Delhi,Road,2025-06-18,2025-07-23,2025-07-26,Delivered Late,3,149.34,Product_0009,Electronics,24.92,SUP021,Supplier_021,Japan,Bengaluru,30,4.0,1.06,Warehouse_08,Kolkata,West Bengal,92258,41,38,No
ORD005195,2025-08-06,CUST02861,PROD0051,WH06,261,Standard,Delivered,191.9,50085.9,SHIP005195,SUP038,WH06,Chennai,Rail,2025-08-06,2025-08-25,2025-08-25,Delivered On Time,0,480.68,Product_0051,Automotive,21.57,SUP038,Supplier_038,USA,Mumbai,10,4.6,1.04,Warehouse_06,Pune,Maharashtra,51480,19,19,Yes
ORD005196,2025-10-02,CUST02576,PROD0166,WH01,175,Critical,Delivered,2227.31,389779.25,SHIP005196,SUP032,WH01,Delhi,Sea,2025-10-02,2025-10-26,2025-10-26,Delivered On Time,0,628.46,Product_0166,Consumer Goods,4.76,SUP032,Supplier_032,India,Pune,14,4.5,1.05,Warehouse_01,Hyderabad,Telangana,50678,24,24,Yes
ORD005197,2025-02-21,CUST02368,PROD0015,WH07,143,Express,Delivered,1193.32,170644.76,SHIP005197,SUP004,WH07,Kolkata,Air,2025-02-21,2025-03-12,2025-03-12,Delivered On Time,0,1059.24,Product_0015,Industrial,11.32,SUP004,Supplier_004,Thailand,Tokyo,10,3.1,1.07,Warehouse_07,Delhi,Delhi,88836,19,19,Yes
ORD005198,2026-01-09,CUST01061,PROD0084,WH07,192,Standard,Delivered,41.93,8050.56,SHIP005198,SUP011,WH07,Delhi,Air,2026-01-12,2026-02-06,2026-02-06,Delivered On Time,0,877.46,Product_0084,Automotive,9.17,SUP011,Supplier_011,Thailand,Shanghai,18,4.4,1.24,Warehouse_07,Delhi,Delhi,88836,28,25,Yes
ORD005199,2025-12-29,CUST02547,PROD0041,WH05,159,Standard,Cancelled,2354.54,374371.86,SHIP005199,SUP007,WH05,Vijayawada,Road,2025-12-29,2026-01-29,2026-01-29,Delivered On Time,0,99.34,Product_0041,Electronics,8.83,SUP007,Supplier_007,Germany,Chennai,30,3.5,0.94,Warehouse_05,Mumbai,Maharashtra,76373,31,31,Yes
ORD005200,2026-07-21,CUST02313,PROD0175,WH06,237,Standard,Delivered,2436.37,577419.69,SHIP005200,SUP001,WH06,Mumbai,Road,2026-07-22,2026-08-16,2026-08-16,Delivered On Time,0,381.72,Product_0175,Industrial,3.94,SUP001,Supplier_001,Thailand,Chennai,16,4.5,1.23,Warehouse_06,Pune,Maharashtra,51480,26,25,Yes
ORD005201,2025-01-14,CUST01692,PROD0154,WH09,83,Standard,Cancelled,1391.33,115480.39,SHIP005201,SUP020,WH09,Pune,Sea,2025-01-17,2025-02-22,2025-02-25,Delivered Late,3,441.85,Product_0154,Electronics,10.01,SUP020,Supplier_020,USA,Mumbai,30,3.9,0.94,Warehouse_09,Ahmedabad,Gujarat,59986,42,39,No
ORD005202,2025-12-06,CUST01673,PROD0054,WH03,175,Critical,In Transit,72.83,12745.25,SHIP005202,SUP027,WH03,Bengaluru,Road,2025-12-08,2026-01-12,2026-01-13,Delivered Late,1,438.76,Product_0054,Electronics,23.17,SUP027,Supplier_027,USA,Mumbai,27,3.5,1.05,Warehouse_03,Chennai,Tamil Nadu,83230,38,36,No
ORD005203,2026-08-25,CUST02956,PROD0119,WH12,140,Express,Delivered,945.06,132308.4,SHIP005203,SUP036,WH12,Mumbai,Road,2026-08-25,2026-09-18,2026-09-18,In Transit,0,176.3,Product_0119,Home Appliances,5.37,SUP036,Supplier_036,Thailand,Mumbai,21,3.2,0.89,Warehouse_12,Coimbatore,Tamil Nadu,84929,24,24,Yes
ORD005204,2026-06-23,CUST00402,PROD0198,WH04,64,Standard,In Transit,961.51,61536.64,SHIP005204,SUP008,WH04,Hyderabad,Road,2026-06-24,2026-08-01,2026-08-03,Delivered Late,2,99.66,Product_0198,Consumer Goods,4.61,SUP008,Supplier_008,Thailand,Shanghai,27,2.9,0.82,Warehouse_04,Bengaluru,Karnataka,94055,41,40,No
ORD005205,2025-03-30,CUST00602,PROD0167,WH09,279,Standard,Delivered,1147.31,320099.49,SHIP005205,SUP030,WH09,Hyderabad,Sea,2025-04-02,2025-05-05,2025-05-05,Delivered On Time,0,532.77,Product_0167,Industrial,8.16,SUP030,Supplier_030,Germany,Mumbai,26,3.3,0.77,Warehouse_09,Ahmedabad,Gujarat,59986,36,33,Yes
ORD005206,2025-02-10,CUST03000,PROD0017,WH10,50,Standard,Cancelled,1236.67,61833.5,SHIP005206,SUP025,WH10,Pune,Road,2025-02-11,2025-02-27,2025-02-27,Delivered On Time,0,348.82,Product_0017,Automotive,23.86,SUP025,Supplier_025,Germany,Hyderabad,15,2.9,1.33,Warehouse_10,Jaipur,Rajasthan,44160,17,16,Yes
ORD005207,2025-10-31,CUST00218,PROD0198,WH12,215,Standard,Cancelled,961.51,206724.65,SHIP005207,SUP008,WH12,Delhi,Road,2025-10-31,2025-12-08,2025-12-08,Delivered On Time,0,256.57,Product_0198,Consumer Goods,4.61,SUP008,Supplier_008,Thailand,Shanghai,27,2.9,0.82,Warehouse_12,Coimbatore,Tamil Nadu,84929,38,38,Yes
ORD005208,2025-09-25,CUST02378,PROD0128,WH02,125,Standard,In Transit,1402.63,175328.75,SHIP005208,SUP026,WH02,Delhi,Road,2025-09-28,2025-10-02,2025-10-02,Delivered On Time,0,246.35,Product_0128,Home Appliances,13.47,SUP026,Supplier_026,India,Bengaluru,3,4.2,0.9,Warehouse_02,Vijayawada,Andhra Pradesh,96218,7,4,Yes
ORD005209,2025-05-18,CUST00186,PROD0092,WH09,36,Express,Delivered,1129.39,40658.04,SHIP005209,SUP012,WH09,Kolkata,Rail,2025-05-21,2025-06-16,2025-06-23,Delivered Late,7,377.65,Product_0092,Consumer Goods,23.03,SUP012,Supplier_012,Vietnam,Mumbai,15,4.2,1.27,Warehouse_09,Ahmedabad,Gujarat,59986,36,33,No
ORD005210,2025-01-06,CUST02257,PROD0009,WH05,139,Standard,Delivered,50.77,7057.03,SHIP005210,SUP021,WH05,Chennai,Sea,2025-01-06,2025-02-13,2025-02-18,Delivered Late,5,551.43,Product_0009,Electronics,24.92,SUP021,Supplier_021,Japan,Bengaluru,30,4.0,1.06,Warehouse_05,Mumbai,Maharashtra,76373,43,43,No
ORD005211,2025-08-30,CUST00288,PROD0046,WH03,86,Standard,Delivered,187.36,16112.96,SHIP005211,SUP030,WH03,Vijayawada,Road,2025-09-02,2025-09-30,2025-09-30,Delivered On Time,0,415.78,Product_0046,Consumer Goods,8.77,SUP030,Supplier_030,Germany,Mumbai,26,3.3,0.77,Warehouse_03,Chennai,Tamil Nadu,83230,31,28,Yes
ORD005212,2025-06-11,CUST00088,PROD0134,WH08,56,Standard,Delivered,1179.62,66058.72,SHIP005212,SUP002,WH08,Kolkata,Air,2025-06-12,2025-07-01,2025-07-01,Delivered On Time,0,1093.27,Product_0134,Consumer Goods,9.14,SUP002,Supplier_002,USA,Shanghai,18,3.0,0.86,Warehouse_08,Kolkata,West Bengal,92258,20,19,Yes
ORD005213,2026-06-02,CUST02184,PROD0196,WH09,249,Standard,Delivered,388.79,96808.71,SHIP005213,SUP007,WH09,Pune,Road,2026-06-02,2026-07-10,2026-07-15,Delivered Late,5,353.98,Product_0196,Home Appliances,18.3,SUP007,Supplier_007,Germany,Chennai,30,3.5,0.94,Warehouse_09,Ahmedabad,Gujarat,59986,43,43,No
ORD005214,2026-02-05,CUST02206,PROD0016,WH01,222,Standard,In Transit,258.12,57302.64,SHIP005214,SUP025,WH01,Bengaluru,Road,2026-02-06,2026-03-02,2026-03-02,Delivered On Time,0,366.93,Product_0016,Industrial,3.32,SUP025,Supplier_025,Germany,Hyderabad,15,2.9,1.33,Warehouse_01,Hyderabad,Telangana,50678,25,24,Yes
ORD005215,2025-06-05,CUST02842,PROD0112,WH05,293,Express,Delivered,1756.91,514774.63,SHIP005215,SUP022,WH05,Hyderabad,Air,2025-06-06,2025-06-23,2025-06-28,Delivered Late,5,1639.52,Product_0112,Industrial,11.24,SUP022,Supplier_022,Japan,Shanghai,15,3.7,1.17,Warehouse_05,Mumbai,Maharashtra,76373,23,22,No
ORD005216,2025-03-26,CUST02968,PROD0087,WH09,249,Standard,In Transit,808.49,201314.01,SHIP005216,SUP038,WH09,Vijayawada,Road,2025-03-26,2025-04-16,2025-04-16,Delivered On Time,0,203.5,Product_0087,Home Appliances,1.08,SUP038,Supplier_038,USA,Mumbai,10,4.6,1.04,Warehouse_09,Ahmedabad,Gujarat,59986,21,21,Yes
ORD005217,2025-01-10,CUST00155,PROD0157,WH11,214,Standard,In Transit,1579.06,337918.84,SHIP005217,SUP028,WH11,Bengaluru,Road,2025-01-13,2025-01-25,2025-01-25,Delivered On Time,0,310.14,Product_0157,Home Appliances,20.45,SUP028,Supplier_028,China,Hanoi,9,3.9,0.93,Warehouse_11,Visakhapatnam,Andhra Pradesh,99111,15,12,Yes
ORD005218,2025-05-18,CUST00220,PROD0169,WH02,298,Critical,Backordered,704.29,209878.42,SHIP005218,SUP029,WH02,Pune,Air,2025-05-19,2025-06-04,2025-06-04,Delivered On Time,0,1417.93,Product_0169,Industrial,12.74,SUP029,Supplier_029,Japan,Bengaluru,11,4.8,0.92,Warehouse_02,Vijayawada,Andhra Pradesh,96218,17,16,Yes
ORD005219,2025-06-05,CUST01483,PROD0196,WH01,158,Express,Delivered,388.79,61428.82,SHIP005219,SUP007,WH01,Pune,Air,2025-06-05,2025-07-07,2025-07-12,Delivered Late,5,1660.58,Product_0196,Home Appliances,18.3,SUP007,Supplier_007,Germany,Chennai,30,3.5,0.94,Warehouse_01,Hyderabad,Telangana,50678,37,37,No
