Order_ID,Order_Date,Customer_ID,Product_ID,Warehouse_ID,Quantity,Priority,Order_Status,Unit_Price,Order_Value
ORD006583,2025-10-22,CUST02768,PROD0167,WH09,109,Standard,Delivered,1147.31,125056.79
ORD006584,2026-08-03,CUST02992,PROD0170,WH01,131,Critical,Backordered,482.48,63204.88
ORD006585,2025-07-08,CUST00394,PROD0048,WH07,30,Standard,In Transit,60.28,1808.4
ORD006586,2025-03-06,CUST02857,PROD0103,WH08,192,Standard,Cancelled,1112.2,213542.4
ORD006587,2026-07-28,CUST02920,PROD0028,WH02,198,Critical,Delivered,2143.38,424389.24
ORD006588,2026-04-10,CUST02915,PROD0084,WH10,242,Standard,Delivered,41.93,10147.06
ORD006589,2025-09-15,CUST02619,PROD0134,WH09,91,Standard,Delivered,1179.62,107345.42
ORD006590,2025-11-27,CUST02682,PROD0059,WH12,2,Standard,Delivered,1577.92,3155.84
ORD006591,2026-05-16,CUST00632,PROD0090,WH01,276,Standard,In Transit,1439.99,397437.24
ORD006592,2025-07-29,CUST02857,PROD0070,WH12,97,Standard,Delivered,1944.39,188605.83
ORD006593,2025-03-30,CUST00322,PROD0167,WH03,285,Express,Cancelled,1147.31,326983.35
ORD006594,2025-01-28,CUST00574,PROD0185,WH11,265,Standard,In Transit,2375.25,629441.25
ORD006595,2025-08-26,CUST01694,PROD0182,WH09,4,Critical,Delivered,419.1,1676.4
ORD006596,2025-12-02,CUST01064,PROD0060,WH01,238,Critical,Delivered,2195.52,522533.76
ORD006597,2025-03-04,CUST01477,PROD0145,WH04,40,Standard,Delivered,570.64,22825.6
ORD006598,2026-07-07,CUST02918,PROD0168,WH10,282,Express,Delivered,1556.03,438800.46
ORD006599,2026-05-15,CUST02794,PROD0066,WH06,241,Standard,Cancelled,2019.98,486815.18
ORD006600,2026-06-25,CUST01148,PROD0115,WH06,103,Standard,Delivered,1770.01,182311.03
ORD006601,2026-04-14,CUST02985,PROD0124,WH04,297,Standard,Delivered,1887.14,560480.58
ORD006602,2026-08-15,CUST00959,PROD0182,WH10,298,Standard,Cancelled,419.1,124891.8
ORD006603,2025-02-20,CUST00048,PROD0071,WH10,61,Critical,Delivered,861.9,52575.9
ORD006604,2025-04-22,CUST02237,PROD0044,WH10,62,Standard,Delivered,2264.8,140417.6
ORD006605,2025-10-28,CUST02352,PROD0084,WH10,226,Standard,In Transit,41.93,9476.18
ORD006606,2025-03-31,CUST01583,PROD0195,WH01,255,Critical,Cancelled,2468.38,629436.9
ORD006607,2025-08-17,CUST02417,PROD0057,WH05,253,Standard,Delivered,308.64,78085.92
ORD006608,2025-05-30,CUST00460,PROD0036,WH05,277,Critical,Cancelled,1445.05,400278.85
ORD006609,2025-05-18,CUST02295,PROD0057,WH03,159,Express,Delivered,308.64,49073.76
ORD006610,2025-05-15,CUST02312,PROD0121,WH11,239,Standard,Backordered,2034.81,486319.59
ORD006611,2026-04-02,CUST01230,PROD0171,WH03,43,Critical,Cancelled,1167.29,50193.47
ORD006612,2026-08-24,CUST01531,PROD0044,WH04,152,Express,Delivered,2264.8,344249.6
ORD006613,2026-05-09,CUST00530,PROD0062,WH03,80,Critical,Delivered,2011.65,160932.0
ORD006614,2026-06-11,CUST01388,PROD0115,WH03,137,Express,Delivered,1770.01,242491.37
ORD006615,2025-11-29,CUST02798,PROD0083,WH03,213,Express,Cancelled,982.17,209202.21
ORD006616,2025-12-28,CUST01364,PROD0061,WH07,165,Express,In Transit,1841.65,303872.25
ORD006617,2025-06-23,CUST00407,PROD0094,WH09,165,Standard,Delivered,831.73,137235.45
ORD006618,2026-08-25,CUST00453,PROD0011,WH11,197,Critical,Delivered,129.32,25476.04
ORD006619,2025-08-01,CUST01901,PROD0077,WH01,262,Critical,Delivered,271.26,71070.12
ORD006620,2025-12-09,CUST00814,PROD0120,WH08,48,Critical,Delivered,936.05,44930.4
ORD006621,2025-03-02,CUST00578,PROD0161,WH10,127,Express,Backordered,1467.02,186311.54
ORD006622,2025-03-02,CUST01932,PROD0102,WH12,136,Standard,Cancelled,1380.58,187758.88
ORD006623,2026-06-08,CUST00147,PROD0121,WH01,32,Standard,In Transit,2034.81,65113.92
ORD006624,2025-08-04,CUST00406,PROD0112,WH09,101,Critical,Delivered,1756.91,177447.91
ORD006625,2026-08-12,CUST00183,PROD0066,WH08,77,Standard,Delivered,2019.98,155538.46
ORD006626,2026-08-01,CUST00236,PROD0110,WH06,195,Standard,Delivered,266.29,51926.55
ORD006627,2026-02-27,CUST00638,PROD0120,WH06,201,Standard,Delivered,936.05,188146.05
ORD006628,2026-02-27,CUST00179,PROD0023,WH11,68,Express,Delivered,1593.21,108338.28
ORD006629,2026-01-06,CUST02480,PROD0177,WH10,28,Critical,Cancelled,1749.93,48998.04
ORD006630,2025-07-25,CUST00525,PROD0148,WH07,57,Critical,Cancelled,2425.15,138233.55
ORD006631,2025-10-13,CUST02791,PROD0015,WH08,203,Standard,Delivered,1193.32,242243.96
ORD006632,2025-04-15,CUST01564,PROD0194,WH07,55,Standard,Cancelled,2029.23,111607.65
ORD006633,2026-06-27,CUST01915,PROD0030,WH01,83,Standard,Delivered,419.89,34850.87
ORD006634,2025-08-30,CUST02371,PROD0004,WH10,106,Critical,Backordered,1535.13,162723.78
ORD006635,2026-05-06,CUST01285,PROD0064,WH04,251,Standard,Cancelled,455.94,114440.94
ORD006636,2026-05-13,CUST01636,PROD0065,WH04,133,Express,Delivered,1880.28,250077.24
ORD006637,2026-03-11,CUST01724,PROD0008,WH09,192,Critical,Cancelled,1898.25,364464.0
ORD006638,2026-04-29,CUST02447,PROD0052,WH12,32,Express,Delivered,807.65,25844.8
ORD006639,2026-03-23,CUST00337,PROD0142,WH09,98,Express,Delivered,946.55,92761.9
ORD006640,2026-01-19,CUST00119,PROD0058,WH03,268,Critical,Backordered,1746.39,468032.52
ORD006641,2026-05-25,CUST01582,PROD0011,WH11,107,Standard,Backordered,129.32,13837.24
ORD006642,2025-06-19,CUST02461,PROD0059,WH09,66,Standard,Backordered,1577.92,104142.72
ORD006643,2025-11-19,CUST00580,PROD0024,WH05,52,Standard,In Transit,127.58,6634.16
ORD006644,2026-04-19,CUST02353,PROD0088,WH11,199,Standard,Backordered,2375.9,472804.1
ORD006645,2025-08-20,CUST00196,PROD0160,WH06,288,Standard,Delivered,1574.48,453450.24
ORD006646,2025-12-25,CUST00333,PROD0046,WH07,232,Standard,Delivered,187.36,43467.52
ORD006647,2025-10-02,CUST00623,PROD0028,WH03,163,Critical,Delivered,2143.38,349370.94
ORD006648,2025-02-01,CUST00658,PROD0016,WH04,241,Standard,Backordered,258.12,62206.92
ORD006649,2025-06-26,CUST00704,PROD0042,WH05,22,Standard,Delivered,974.47,21438.34
ORD006650,2025-03-06,CUST01457,PROD0103,WH01,217,Standard,In Transit,1112.2,241347.4
ORD006651,2025-01-27,CUST00883,PROD0016,WH08,175,Standard,Delivered,258.12,45171.0
ORD006652,2026-04-24,CUST01450,PROD0100,WH11,279,Standard,Delivered,1243.63,346972.77
ORD006653,2025-09-25,CUST01253,PROD0140,WH07,172,Critical,Backordered,1464.67,251923.24
ORD006654,2026-08-20,CUST00524,PROD0190,WH11,9,Critical,Delivered,2167.17,19504.53
ORD006655,2025-03-07,CUST02265,PROD0034,WH12,59,Express,Backordered,1470.65,86768.35
ORD006656,2025-05-13,CUST00990,PROD0038,WH02,117,Standard,Delivered,1613.57,188787.69
ORD006657,2026-01-01,CUST02423,PROD0127,WH07,101,Standard,Cancelled,1946.21,196567.21
ORD006658,2025-03-23,CUST00036,PROD0175,WH12,245,Standard,Cancelled,2436.37,596910.65
ORD006659,2025-11-24,CUST00776,PROD0022,WH09,286,Standard,Delivered,1545.39,441981.54
ORD006660,2025-04-08,CUST00028,PROD0080,WH05,177,Critical,In Transit,2068.75,366168.75
ORD006661,2026-08-08,CUST00086,PROD0088,WH11,16,Express,In Transit,2375.9,38014.4
ORD006662,2025-11-23,CUST02236,PROD0003,WH06,121,Standard,Backordered,1392.57,168500.97
ORD006663,2026-06-26,CUST02353,PROD0001,WH05,214,Standard,Cancelled,2387.84,510997.76
ORD006664,2025-05-05,CUST02814,PROD0053,WH01,230,Standard,In Transit,2114.52,486339.6
ORD006665,2025-07-29,CUST02128,PROD0192,WH06,84,Standard,In Transit,80.52,6763.68
ORD006666,2025-05-13,CUST00186,PROD0172,WH07,181,Express,Delivered,893.08,161647.48
ORD006667,2026-05-18,CUST01029,PROD0047,WH05,233,Standard,Backordered,265.43,61845.19
ORD006668,2025-06-06,CUST00558,PROD0166,WH03,42,Express,Delivered,2227.31,93547.02
ORD006669,2026-07-13,CUST02557,PROD0191,WH06,73,Standard,Delivered,127.37,9298.01
ORD006670,2026-01-17,CUST01638,PROD0115,WH12,255,Standard,Delivered,1770.01,451352.55
ORD006671,2025-01-22,CUST00971,PROD0041,WH12,188,Express,Delivered,2354.54,442653.52
ORD006672,2026-08-18,CUST01026,PROD0149,WH11,290,Critical,Delivered,122.25,35452.5
ORD006673,2026-02-23,CUST00217,PROD0173,WH07,240,Standard,Delivered,1465.39,351693.6
ORD006674,2026-04-17,CUST00257,PROD0141,WH10,96,Express,Backordered,2406.0,230976.0
ORD006675,2025-08-22,CUST01477,PROD0194,WH10,76,Express,Delivered,2029.23,154221.48
ORD006676,2026-07-26,CUST01448,PROD0066,WH12,2,Standard,Backordered,2019.98,4039.96
ORD006677,2026-03-30,CUST00324,PROD0043,WH09,178,Standard,Delivered,2403.56,427833.68
ORD006678,2026-07-24,CUST01605,PROD0190,WH07,112,Standard,Delivered,2167.17,242723.04
ORD006679,2025-06-11,CUST02245,PROD0089,WH03,204,Critical,Delivered,2377.26,484961.04
ORD006680,2025-10-28,CUST00504,PROD0176,WH01,238,Critical,Backordered,2465.73,586843.74
ORD006681,2025-11-02,CUST00694,PROD0113,WH07,26,Express,Delivered,195.82,5091.32
ORD006682,2025-01-02,CUST00959,PROD0026,WH12,108,Express,Cancelled,1570.26,169588.08
ORD006683,2025-09-28,CUST02066,PROD0099,WH08,165,Express,Backordered,241.65,39872.25
ORD006684,2026-02-25,CUST02155,PROD0061,WH11,55,Standard,Delivered,1841.65,101290.75
ORD006685,2025-05-23,CUST00125,PROD0125,WH01,274,Standard,Backordered,950.01,260302.74
ORD006686,2026-06-19,CUST00483,PROD0119,WH05,280,Standard,Delivered,945.06,264616.8
ORD006687,2025-02-06,CUST02675,PROD0062,WH12,30,Standard,Delivered,2011.65,60349.5
ORD006688,2025-04-17,CUST02399,PROD0082,WH12,17,Express,Backordered,2240.38,38086.46
ORD006689,2025-10-24,CUST00351,PROD0142,WH08,298,Express,Delivered,946.55,282071.9
ORD006690,2025-04-07,CUST00649,PROD0182,WH10,81,Standard,In Transit,419.1,33947.1
ORD006691,2025-10-08,CUST02949,PROD0169,WH07,27,Express,Cancelled,704.29,19015.83
ORD006692,2025-04-20,CUST00228,PROD0188,WH02,183,Express,Cancelled,1054.33,192942.39
ORD006693,2026-07-03,CUST02064,PROD0137,WH04,4,Standard,Cancelled,307.05,1228.2
ORD006694,2026-07-06,CUST01834,PROD0044,WH06,163,Express,Delivered,2264.8,369162.4
ORD006695,2026-08-20,CUST00425,PROD0056,WH07,72,Standard,Backordered,715.41,51509.52
ORD006696,2025-07-07,CUST02512,PROD0003,WH07,76,Standard,Cancelled,1392.57,105835.32
ORD006697,2026-05-03,CUST00724,PROD0098,WH03,240,Critical,Delivered,1977.2,474528.0
ORD006698,2025-12-20,CUST01822,PROD0097,WH12,290,Critical,Delivered,1982.07,574800.3
ORD006699,2025-01-19,CUST00794,PROD0091,WH08,292,Standard,In Transit,1585.12,462855.04
ORD006700,2026-01-28,CUST00177,PROD0059,WH07,260,Standard,Delivered,1577.92,410259.2
ORD006701,2025-09-18,CUST02591,PROD0073,WH04,11,Standard,Cancelled,2148.16,23629.76
ORD006702,2026-02-14,CUST02557,PROD0141,WH10,59,Standard,Delivered,2406.0,141954.0
ORD006703,2026-02-07,CUST01586,PROD0158,WH04,259,Critical,Delivered,1743.94,451680.46
ORD006704,2026-04-29,CUST01679,PROD0053,WH04,202,Standard,Backordered,2114.52,427133.04
ORD006705,2025-10-31,CUST00564,PROD0179,WH05,268,Standard,Backordered,784.18,210160.24
ORD006706,2025-01-18,CUST02281,PROD0042,WH11,113,Standard,Delivered,974.47,110115.11
ORD006707,2025-07-03,CUST02539,PROD0154,WH02,73,Critical,Backordered,1391.33,101567.09
ORD006708,2026-02-09,CUST01017,PROD0187,WH09,236,Standard,Cancelled,1539.34,363284.24
ORD006709,2025-05-11,CUST00444,PROD0069,WH06,6,Critical,Delivered,939.46,5636.76
ORD006710,2026-04-24,CUST02068,PROD0110,WH12,89,Standard,Delivered,266.29,23699.81
ORD006711,2025-01-08,CUST00111,PROD0092,WH08,114,Standard,Delivered,1129.39,128750.46
ORD006712,2025-11-14,CUST02535,PROD0003,WH11,168,Critical,Delivered,1392.57,233951.76
ORD006713,2026-01-26,CUST00089,PROD0041,WH01,52,Express,Cancelled,2354.54,122436.08
ORD006714,2026-06-03,CUST01142,PROD0125,WH06,62,Express,Backordered,950.01,58900.62
ORD006715,2025-05-16,CUST02482,PROD0001,WH06,84,Standard,Cancelled,2387.84,200578.56
ORD006716,2026-06-15,CUST01942,PROD0193,WH08,236,Express,In Transit,950.51,224320.36
ORD006717,2026-01-02,CUST00072,PROD0115,WH01,157,Standard,In Transit,1770.01,277891.57
ORD006718,2026-05-04,CUST00822,PROD0070,WH05,147,Critical,Cancelled,1944.39,285825.33
ORD006719,2025-01-11,CUST00816,PROD0126,WH03,123,Critical,Delivered,222.5,27367.5
ORD006720,2026-07-07,CUST00404,PROD0050,WH06,287,Critical,Delivered,1712.27,491421.49
ORD006721,2026-03-22,CUST01699,PROD0080,WH09,182,Standard,Delivered,2068.75,376512.5
ORD006722,2025-04-24,CUST00251,PROD0097,WH10,99,Standard,Delivered,1982.07,196224.93
ORD006723,2025-07-15,CUST02917,PROD0059,WH03,190,Standard,Delivered,1577.92,299804.8
ORD006724,2025-11-19,CUST02043,PROD0074,WH09,251,Standard,Delivered,1081.05,271343.55
ORD006725,2026-05-27,CUST01596,PROD0063,WH12,198,Standard,Cancelled,715.86,141740.28
ORD006726,2025-06-14,CUST01634,PROD0025,WH09,247,Standard,Cancelled,945.91,233639.77
ORD006727,2025-09-09,CUST01954,PROD0138,WH01,265,Standard,In Transit,1628.29,431496.85
ORD006728,2025-02-13,CUST00868,PROD0077,WH02,57,Standard,Delivered,271.26,15461.82
ORD006729,2026-04-15,CUST01891,PROD0124,WH11,283,Express,In Transit,1887.14,534060.62
ORD006730,2026-05-04,CUST00896,PROD0129,WH04,58,Standard,Delivered,1069.19,62013.02
ORD006731,2025-06-30,CUST00256,PROD0099,WH11,186,Standard,Delivered,241.65,44946.9
ORD006732,2025-03-18,CUST01932,PROD0014,WH11,280,Critical,Delivered,1763.59,493805.2
ORD006733,2026-01-09,CUST01112,PROD0149,WH12,62,Standard,Backordered,122.25,7579.5
ORD006734,2025-03-08,CUST00873,PROD0186,WH07,81,Standard,Delivered,1818.41,147291.21
ORD006735,2026-06-09,CUST00492,PROD0038,WH12,246,Critical,Delivered,1613.57,396938.22
ORD006736,2025-04-02,CUST02384,PROD0001,WH02,249,Standard,Delivered,2387.84,594572.16
ORD006737,2025-09-01,CUST01562,PROD0084,WH07,3,Express,Delivered,41.93,125.79
ORD006738,2025-12-07,CUST01431,PROD0133,WH05,236,Standard,Delivered,43.21,10197.56
ORD006739,2025-10-31,CUST00633,PROD0044,WH10,51,Standard,Delivered,2264.8,115504.8
ORD006740,2026-02-02,CUST01313,PROD0193,WH07,105,Critical,Delivered,950.51,99803.55
ORD006741,2026-03-24,CUST00362,PROD0057,WH12,99,Standard,Cancelled,308.64,30555.36
ORD006742,2025-04-07,CUST01465,PROD0104,WH09,80,Critical,Cancelled,2220.94,177675.2
ORD006743,2025-11-27,CUST00919,PROD0045,WH09,171,Standard,Delivered,501.54,85763.34
ORD006744,2025-07-24,CUST00894,PROD0060,WH03,155,Critical,Cancelled,2195.52,340305.6
ORD006745,2026-03-25,CUST02685,PROD0066,WH03,30,Standard,Delivered,2019.98,60599.4
ORD006746,2026-02-22,CUST01247,PROD0047,WH07,99,Standard,Delivered,265.43,26277.57
ORD006747,2025-03-18,CUST00747,PROD0115,WH05,146,Standard,Cancelled,1770.01,258421.46
ORD006748,2026-07-03,CUST01148,PROD0026,WH05,235,Standard,In Transit,1570.26,369011.1
ORD006749,2026-03-01,CUST02731,PROD0137,WH05,99,Standard,Backordered,307.05,30397.95
ORD006750,2026-03-05,CUST01003,PROD0051,WH09,190,Critical,Backordered,191.9,36461.0
ORD006751,2026-04-30,CUST02022,PROD0094,WH04,277,Express,Delivered,831.73,230389.21
ORD006752,2025-05-15,CUST01007,PROD0110,WH06,257,Standard,Cancelled,266.29,68436.53
ORD006753,2025-09-11,CUST02741,PROD0136,WH06,203,Standard,Delivered,310.26,62982.78
ORD006754,2026-07-14,CUST00215,PROD0005,WH07,25,Express,Backordered,1057.71,26442.75
ORD006755,2025-09-12,CUST02166,PROD0039,WH02,175,Critical,Cancelled,1153.76,201908.0
ORD006756,2026-05-14,CUST00227,PROD0068,WH06,201,Standard,Backordered,1040.35,209110.35
ORD006757,2026-04-29,CUST00891,PROD0040,WH09,295,Standard,Cancelled,1370.86,404403.7
ORD006758,2025-02-15,CUST02492,PROD0036,WH03,283,Standard,In Transit,1445.05,408949.15
ORD006759,2026-03-19,CUST02597,PROD0149,WH02,93,Standard,Delivered,122.25,11369.25
ORD006760,2026-08-05,CUST02877,PROD0097,WH08,50,Standard,Delivered,1982.07,99103.5
ORD006761,2026-08-02,CUST01632,PROD0026,WH01,219,Express,Cancelled,1570.26,343886.94
ORD006762,2025-01-04,CUST02027,PROD0104,WH11,156,Critical,Cancelled,2220.94,346466.64
ORD006763,2025-01-01,CUST01461,PROD0103,WH08,57,Standard,Delivered,1112.2,63395.4
ORD006764,2025-10-17,CUST00012,PROD0075,WH05,231,Standard,Delivered,1880.91,434490.21
ORD006765,2025-04-19,CUST01146,PROD0085,WH09,207,Critical,Cancelled,2264.87,468828.09
ORD006766,2026-07-29,CUST02537,PROD0113,WH09,272,Standard,Cancelled,195.82,53263.04
ORD006767,2026-04-05,CUST02627,PROD0056,WH04,215,Standard,Delivered,715.41,153813.15
ORD006768,2025-09-23,CUST01574,PROD0057,WH01,184,Critical,Backordered,308.64,56789.76
ORD006769,2025-05-18,CUST01304,PROD0187,WH05,291,Standard,Delivered,1539.34,447947.94
ORD006770,2026-03-10,CUST00742,PROD0128,WH07,67,Express,Delivered,1402.63,93976.21
ORD006771,2025-02-13,CUST01361,PROD0101,WH09,247,Express,Backordered,158.03,39033.41
ORD006772,2026-05-25,CUST02216,PROD0135,WH10,16,Standard,Cancelled,154.91,2478.56
ORD006773,2025-09-19,CUST01977,PROD0170,WH09,211,Express,Delivered,482.48,101803.28
ORD006774,2025-06-01,CUST01325,PROD0141,WH09,74,Express,Delivered,2406.0,178044.0
ORD006775,2025-08-01,CUST02248,PROD0084,WH06,18,Standard,Delivered,41.93,754.74
ORD006776,2025-08-22,CUST01917,PROD0162,WH02,22,Standard,In Transit,2254.38,49596.36
ORD006777,2025-12-27,CUST02912,PROD0100,WH05,106,Standard,Backordered,1243.63,131824.78
ORD006778,2025-11-16,CUST02802,PROD0181,WH03,119,Standard,Backordered,1716.56,204270.64
ORD006779,2025-08-10,CUST01390,PROD0046,WH12,16,Express,Delivered,187.36,2997.76
ORD006780,2025-07-29,CUST01743,PROD0185,WH06,184,Standard,In Transit,2375.25,437046.0
ORD006781,2026-01-31,CUST00774,PROD0061,WH11,3,Critical,Delivered,1841.65,5524.95
ORD006782,2026-08-06,CUST02145,PROD0056,WH05,123,Standard,Backordered,715.41,87995.43
ORD006783,2026-05-04,CUST02119,PROD0029,WH10,243,Standard,Backordered,1651.85,401399.55
ORD006784,2026-08-24,CUST00993,PROD0111,WH11,291,Standard,Cancelled,224.01,65186.91
ORD006785,2026-04-09,CUST01839,PROD0092,WH01,105,Standard,Delivered,1129.39,118585.95
ORD006786,2026-03-28,CUST01885,PROD0142,WH10,103,Standard,Delivered,946.55,97494.65
ORD006787,2026-02-17,CUST02405,PROD0196,WH10,208,Standard,Delivered,388.79,80868.32
ORD006788,2026-04-21,CUST00812,PROD0102,WH12,149,Standard,Delivered,1380.58,205706.42
ORD006789,2025-09-13,CUST02592,PROD0071,WH02,193,Standard,Cancelled,861.9,166346.7
ORD006790,2025-05-30,CUST02302,PROD0013,WH11,222,Standard,Delivered,2140.82,475262.04
ORD006791,2025-05-07,CUST01876,PROD0145,WH05,47,Standard,Cancelled,570.64,26820.08
ORD006792,2026-01-27,CUST00004,PROD0157,WH12,167,Express,Delivered,1579.06,263703.02
ORD006793,2026-04-25,CUST01487,PROD0081,WH06,87,Standard,Delivered,810.32,70497.84
ORD006794,2026-02-01,CUST02193,PROD0100,WH01,226,Critical,Cancelled,1243.63,281060.38
ORD006795,2026-02-06,CUST00165,PROD0083,WH07,120,Express,Delivered,982.17,117860.4
ORD006796,2025-10-01,CUST00344,PROD0116,WH03,248,Standard,Backordered,217.15,53853.2
ORD006797,2025-05-19,CUST01898,PROD0125,WH01,144,Standard,In Transit,950.01,136801.44
ORD006798,2025-04-13,CUST01129,PROD0002,WH07,233,Standard,Delivered,1848.67,430740.11
ORD006799,2025-08-30,CUST01338,PROD0062,WH07,3,Standard,Delivered,2011.65,6034.95
ORD006800,2025-04-27,CUST02568,PROD0020,WH10,237,Standard,Backordered,1093.12,259069.44
ORD006801,2025-08-02,CUST02974,PROD0184,WH03,258,Standard,In Transit,2059.01,531224.58
ORD006802,2026-04-29,CUST01622,PROD0090,WH06,26,Critical,Cancelled,1439.99,37439.74
ORD006803,2026-06-13,CUST02657,PROD0180,WH04,18,Standard,In Transit,2037.28,36671.04
ORD006804,2025-08-12,CUST02560,PROD0153,WH04,296,Standard,Delivered,198.38,58720.48
ORD006805,2025-09-27,CUST02457,PROD0062,WH09,131,Standard,Backordered,2011.65,263526.15
ORD006806,2025-05-14,CUST02484,PROD0017,WH07,17,Standard,Backordered,1236.67,21023.39
ORD006807,2025-04-24,CUST01339,PROD0039,WH06,258,Standard,Cancelled,1153.76,297670.08
ORD006808,2026-03-17,CUST00542,PROD0010,WH12,70,Standard,Delivered,303.44,21240.8
ORD006809,2025-12-31,CUST00613,PROD0187,WH09,185,Express,Delivered,1539.34,284777.9
ORD006810,2025-08-20,CUST00900,PROD0153,WH03,49,Standard,Cancelled,198.38,9720.62
ORD006811,2026-04-03,CUST01885,PROD0110,WH12,76,Critical,Delivered,266.29,20238.04
ORD006812,2026-01-10,CUST01056,PROD0028,WH04,277,Critical,Cancelled,2143.38,593716.26
ORD006813,2026-08-27,CUST01623,PROD0061,WH09,16,Standard,Cancelled,1841.65,29466.4
ORD006814,2025-07-26,CUST01487,PROD0058,WH04,6,Standard,Backordered,1746.39,10478.34
ORD006815,2026-06-04,CUST02611,PROD0044,WH07,34,Critical,Cancelled,2264.8,77003.2
ORD006816,2026-04-13,CUST02623,PROD0083,WH09,59,Express,Delivered,982.17,57948.03
ORD006817,2026-03-19,CUST02391,PROD0151,WH04,67,Express,Delivered,1326.34,88864.78
ORD006818,2025-11-17,CUST01256,PROD0125,WH09,255,Critical,Delivered,950.01,242252.55
ORD006819,2025-04-03,CUST02661,PROD0145,WH07,297,Standard,Delivered,570.64,169480.08
ORD006820,2026-02-12,CUST00129,PROD0079,WH04,157,Standard,Delivered,1270.55,199476.35
ORD006821,2025-06-07,CUST01043,PROD0085,WH03,32,Standard,Delivered,2264.87,72475.84
ORD006822,2025-04-09,CUST00357,PROD0038,WH06,10,Standard,Backordered,1613.57,16135.7
ORD006823,2025-08-13,CUST01443,PROD0030,WH03,192,Express,Delivered,419.89,80618.88
ORD006824,2026-03-17,CUST00081,PROD0147,WH07,219,Standard,Delivered,45.2,9898.8
ORD006825,2026-08-08,CUST01905,PROD0032,WH01,77,Standard,Cancelled,1611.41,124078.57
ORD006826,2026-02-05,CUST02714,PROD0020,WH07,20,Standard,Cancelled,1093.12,21862.4
ORD006827,2026-07-25,CUST02829,PROD0102,WH03,156,Express,Delivered,1380.58,215370.48
ORD006828,2025-03-05,CUST01142,PROD0064,WH09,27,Critical,Delivered,455.94,12310.38
ORD006829,2026-07-14,CUST01878,PROD0036,WH06,153,Critical,In Transit,1445.05,221092.65
ORD006830,2025-10-06,CUST00791,PROD0193,WH07,285,Standard,In Transit,950.51,270895.35
ORD006831,2026-06-03,CUST02540,PROD0171,WH09,116,Standard,Backordered,1167.29,135405.64
ORD006832,2025-09-05,CUST01899,PROD0026,WH06,250,Critical,Delivered,1570.26,392565.0
ORD006833,2026-01-03,CUST00225,PROD0007,WH10,45,Standard,Delivered,899.59,40481.55
ORD006834,2025-04-08,CUST02467,PROD0034,WH11,286,Standard,In Transit,1470.65,420605.9
ORD006835,2025-09-25,CUST00780,PROD0164,WH02,294,Express,Delivered,713.19,209677.86
ORD006836,2025-03-01,CUST00137,PROD0134,WH06,288,Standard,Backordered,1179.62,339730.56
ORD006837,2026-05-15,CUST00226,PROD0165,WH06,71,Standard,Delivered,2376.77,168750.67
ORD006838,2025-11-04,CUST01253,PROD0062,WH02,163,Standard,Delivered,2011.65,327898.95
ORD006839,2026-05-08,CUST02371,PROD0086,WH07,76,Standard,Backordered,241.85,18380.6
ORD006840,2026-02-15,CUST00812,PROD0073,WH12,5,Express,Delivered,2148.16,10740.8
ORD006841,2025-05-20,CUST02493,PROD0128,WH09,107,Critical,Backordered,1402.63,150081.41
ORD006842,2025-11-24,CUST01941,PROD0060,WH10,119,Standard,Delivered,2195.52,261266.88
ORD006843,2026-04-09,CUST00007,PROD0064,WH04,287,Express,Backordered,455.94,130854.78
ORD006844,2025-06-12,CUST00128,PROD0178,WH11,97,Standard,Cancelled,1347.2,130678.4
ORD006845,2025-03-01,CUST00267,PROD0052,WH05,181,Critical,Delivered,807.65,146184.65
ORD006846,2025-01-31,CUST02733,PROD0145,WH06,1,Express,Delivered,570.64,570.64
ORD006847,2025-11-29,CUST00928,PROD0060,WH01,86,Critical,Cancelled,2195.52,188814.72
ORD006848,2025-03-17,CUST00214,PROD0077,WH08,65,Critical,In Transit,271.26,17631.9
ORD006849,2025-11-13,CUST00247,PROD0119,WH12,103,Standard,Cancelled,945.06,97341.18
ORD006850,2026-02-21,CUST01642,PROD0182,WH09,24,Standard,Backordered,419.1,10058.4
ORD006851,2025-07-09,CUST01619,PROD0138,WH01,151,Standard,In Transit,1628.29,245871.79
ORD006852,2026-05-04,CUST01828,PROD0125,WH04,253,Standard,In Transit,950.01,240352.53
ORD006853,2025-11-11,CUST00421,PROD0153,WH06,7,Standard,Delivered,198.38,1388.66
ORD006854,2025-10-23,CUST01739,PROD0018,WH10,4,Express,Cancelled,1191.58,4766.32
ORD006855,2026-05-16,CUST01065,PROD0064,WH01,251,Standard,Delivered,455.94,114440.94
ORD006856,2025-06-26,CUST02765,PROD0079,WH03,182,Standard,Delivered,1270.55,231240.1
ORD006857,2025-08-03,CUST01372,PROD0059,WH07,104,Standard,Delivered,1577.92,164103.68
ORD006858,2026-08-20,CUST00143,PROD0155,WH08,52,Critical,Delivered,2423.72,126033.44
ORD006859,2025-11-28,CUST02189,PROD0058,WH08,82,Critical,Delivered,1746.39,143203.98
ORD006860,2025-05-08,CUST02613,PROD0061,WH05,48,Critical,In Transit,1841.65,88399.2
ORD006861,2025-09-26,CUST02155,PROD0118,WH01,217,Standard,Backordered,2466.8,535295.6
ORD006862,2026-07-05,CUST02081,PROD0079,WH01,182,Standard,Delivered,1270.55,231240.1
